Date,Seasons,Holiday,FunctioningDay
2018-05-30,Spring,No Holiday,Yes
2018-05-30,Spring,No Holiday,Yes
2018-05-30,Spring,No Holiday,Yes
2018-05-30,Spring,No Holiday,Yes
2018-05-30,Spring,No Holiday,Yes
2018-05-30,Spring,No Holiday,Yes
2018-05-30,Spring,No Holiday,Yes
2018-05-31,Spring,No Holiday,Yes
2018-05-31,Spring,No Holiday,Yes
2018-05-31,Spring,No Holiday,Yes
2018-05-31,Spring,No Holiday,Yes
2018-05-31,Spring,No Holiday,Yes
2018-05-31,Spring,No Holiday,Yes
2018-05-31,Spring,No Holiday,Yes
2018-05-31,Spring,No Holiday,Yes
2018-05-31,Spring,No Holiday,Yes
2018-05-31,Spring,No Holiday,Yes
2018-05-31,Spring,No Holiday,Yes
2018-05-31,Spring,No Holiday,Yes
2018-05-31,Spring,No Holiday,Yes
2018-05-31,Spring,No Holiday,Yes
2018-05-31,Spring,No Holiday,Yes
2018-05-31,Spring,No Holiday,Yes
2018-05-31,Spring,No Holiday,Yes
2018-05-31,Spring,No Holiday,Yes
2018-05-31,Spring,No Holiday,Yes
2018-05-31,Spring,No Holiday,Yes
2018-05-31,Spring,No Holiday,Yes
2018-05-31,Spring,No Holiday,Yes
2018-05-31,Spring,No Holiday,Yes
2018-05-31,Spring,No Holiday,Yes
2018-06-01,Summer,No Holiday,Yes
2018-06-01,Summer,No Holiday,Yes
2018-06-01,Summer,No Holiday,Yes
2018-06-01,Summer,No Holiday,Yes
2018-06-01,Summer,No Holiday,Yes
2018-06-01,Summer,No Holiday,Yes
2018-06-01,Summer,No Holiday,Yes
2018-06-01,Summer,No Holiday,Yes
2018-06-01,Summer,No Holiday,Yes
2018-06-01,Summer,No Holiday,Yes
2018-06-01,Summer,No Holiday,Yes
2018-06-01,Summer,No Holiday,Yes
2018-06-01,Summer,No Holiday,Yes
2018-06-01,Summer,No Holiday,Yes
2018-06-01,Summer,No Holiday,Yes
2018-06-01,Summer,No Holiday,Yes
2018-06-01,Summer,No Holiday,Yes
2018-06-01,Summer,No Holiday,Yes
2018-06-01,Summer,No Holiday,Yes
2018-06-01,Summer,No Holiday,Yes
2018-06-01,Summer,No Holiday,Yes
2018-06-01,Summer,No Holiday,Yes
2018-06-01,Summer,No Holiday,Yes
2018-06-01,Summer,No Holiday,Yes
2018-06-02,Summer,No Holiday,Yes
2018-06-02,Summer,No Holiday,Yes
2018-06-02,Summer,No Holiday,Yes
2018-06-02,Summer,No Holiday,Yes
2018-06-02,Summer,No Holiday,Yes
2018-06-02,Summer,No Holiday,Yes
2018-06-02,Summer,No Holiday,Yes
2018-06-02,Summer,No Holiday,Yes
2018-06-02,Summer,No Holiday,Yes
2018-06-02,Summer,No Holiday,Yes
2018-06-02,Summer,No Holiday,Yes
2018-06-02,Summer,No Holiday,Yes
2018-06-02,Summer,No Holiday,Yes
2018-06-02,Summer,No Holiday,Yes
2018-06-02,Summer,No Holiday,Yes
2018-06-02,Summer,No Holiday,Yes
2018-06-02,Summer,No Holiday,Yes
2018-06-02,Summer,No Holiday,Yes
2018-06-02,Summer,No Holiday,Yes
2018-06-02,Summer,No Holiday,Yes
2018-06-02,Summer,No Holiday,Yes
2018-06-02,Summer,No Holiday,Yes
2018-06-02,Summer,No Holiday,Yes
2018-06-02,Summer,No Holiday,Yes
2018-06-03,Summer,No Holiday,Yes
2018-06-03,Summer,No Holiday,Yes
2018-06-03,Summer,No Holiday,Yes
2018-06-03,Summer,No Holiday,Yes
2018-06-03,Summer,No Holiday,Yes
2018-06-03,Summer,No Holiday,Yes
2018-06-03,Summer,No Holiday,Yes
2018-06-03,Summer,No Holiday,Yes
2018-06-03,Summer,No Holiday,Yes
2018-06-03,Summer,No Holiday,Yes
2018-06-03,Summer,No Holiday,Yes
2018-06-03,Summer,No Holiday,Yes
2018-06-03,Summer,No Holiday,Yes
2018-06-03,Summer,No Holiday,Yes
2018-06-03,Summer,No Holiday,Yes
2018-06-03,Summer,No Holiday,Yes
2018-06-03,Summer,No Holiday,Yes
2018-06-03,Summer,No Holiday,Yes
2018-06-03,Summer,No Holiday,Yes
2018-06-03,Summer,No Holiday,Yes
2018-06-03,Summer,No Holiday,Yes
2018-06-03,Summer,No Holiday,Yes
2018-06-03,Summer,No Holiday,Yes
2018-06-03,Summer,No Holiday,Yes
2018-06-04,Summer,No Holiday,Yes
2018-06-04,Summer,No Holiday,Yes
2018-06-04,Summer,No Holiday,Yes
2018-06-04,Summer,No Holiday,Yes
2018-06-04,Summer,No Holiday,Yes
2018-06-04,Summer,No Holiday,Yes
2018-06-04,Summer,No Holiday,Yes
2018-06-04,Summer,No Holiday,Yes
2018-06-04,Summer,No Holiday,Yes
2018-06-04,Summer,No Holiday,Yes
2018-06-04,Summer,No Holiday,Yes
2018-06-04,Summer,No Holiday,Yes
2018-06-04,Summer,No Holiday,Yes
2018-06-04,Summer,No Holiday,Yes
2018-06-04,Summer,No Holiday,Yes
2018-06-04,Summer,No Holiday,Yes
2018-06-04,Summer,No Holiday,Yes
2018-06-04,Summer,No Holiday,Yes
2018-06-04,Summer,No Holiday,Yes
2018-06-04,Summer,No Holiday,Yes
2018-06-04,Summer,No Holiday,Yes
2018-06-04,Summer,No Holiday,Yes
2018-06-04,Summer,No Holiday,Yes
2018-06-04,Summer,No Holiday,Yes
2018-06-05,Summer,No Holiday,Yes
2018-06-05,Summer,No Holiday,Yes
2018-06-05,Summer,No Holiday,Yes
2018-06-05,Summer,No Holiday,Yes
2018-06-05,Summer,No Holiday,Yes
2018-06-05,Summer,No Holiday,Yes
2018-06-05,Summer,No Holiday,Yes
2018-06-05,Summer,No Holiday,Yes
2018-06-05,Summer,No Holiday,Yes
2018-06-05,Summer,No Holiday,Yes
2018-06-05,Summer,No Holiday,Yes
2018-06-05,Summer,No Holiday,Yes
2018-06-05,Summer,No Holiday,Yes
2018-06-05,Summer,No Holiday,Yes
2018-06-05,Summer,No Holiday,Yes
2018-06-05,Summer,No Holiday,Yes
2018-06-05,Summer,No Holiday,Yes
2018-06-05,Summer,No Holiday,Yes
2018-06-05,Summer,No Holiday,Yes
2018-06-05,Summer,No Holiday,Yes
2018-06-05,Summer,No Holiday,Yes
2018-06-05,Summer,No Holiday,Yes
2018-06-05,Summer,No Holiday,Yes
2018-06-05,Summer,No Holiday,Yes
2018-06-06,Summer,Holiday,Yes
2018-06-06,Summer,Holiday,Yes
2018-06-06,Summer,Holiday,Yes
2018-06-06,Summer,Holiday,Yes
2018-06-06,Summer,Holiday,Yes
2018-06-06,Summer,Holiday,Yes
2018-06-06,Summer,Holiday,Yes
2018-06-06,Summer,Holiday,Yes
2018-06-06,Summer,Holiday,Yes
2018-06-06,Summer,Holiday,Yes
2018-06-06,Summer,Holiday,Yes
2018-06-06,Summer,Holiday,Yes
2018-06-06,Summer,Holiday,Yes
2018-06-06,Summer,Holiday,Yes
2018-06-06,Summer,Holiday,Yes
2018-06-06,Summer,Holiday,Yes
2018-06-06,Summer,Holiday,Yes
2018-06-06,Summer,Holiday,Yes
2018-06-06,Summer,Holiday,Yes
2018-06-06,Summer,Holiday,Yes
2018-06-06,Summer,Holiday,Yes
2018-06-06,Summer,Holiday,Yes
2018-06-06,Summer,Holiday,Yes
2018-06-06,Summer,Holiday,Yes
2018-06-07,Summer,No Holiday,Yes
2018-06-07,Summer,No Holiday,Yes
2018-06-07,Summer,No Holiday,Yes
2018-06-07,Summer,No Holiday,Yes
2018-06-07,Summer,No Holiday,Yes
2018-06-07,Summer,No Holiday,Yes
2018-06-07,Summer,No Holiday,Yes
2018-06-07,Summer,No Holiday,Yes
2018-06-07,Summer,No Holiday,Yes
2018-06-07,Summer,No Holiday,Yes
2018-06-07,Summer,No Holiday,Yes
2018-06-07,Summer,No Holiday,Yes
2018-06-07,Summer,No Holiday,Yes
2018-06-07,Summer,No Holiday,Yes
2018-06-07,Summer,No Holiday,Yes
2018-06-07,Summer,No Holiday,Yes
2018-06-07,Summer,No Holiday,Yes
2018-06-07,Summer,No Holiday,Yes
2018-06-07,Summer,No Holiday,Yes
2018-06-07,Summer,No Holiday,Yes
2018-06-07,Summer,No Holiday,Yes
2018-06-07,Summer,No Holiday,Yes
2018-06-07,Summer,No Holiday,Yes
2018-06-07,Summer,No Holiday,Yes
2018-06-08,Summer,No Holiday,Yes
2018-06-08,Summer,No Holiday,Yes
2018-06-08,Summer,No Holiday,Yes
2018-06-08,Summer,No Holiday,Yes
2018-06-08,Summer,No Holiday,Yes
2018-06-08,Summer,No Holiday,Yes
2018-06-08,Summer,No Holiday,Yes
2018-06-08,Summer,No Holiday,Yes
2018-06-08,Summer,No Holiday,Yes
2018-06-08,Summer,No Holiday,Yes
2018-06-08,Summer,No Holiday,Yes
2018-06-08,Summer,No Holiday,Yes
2018-06-08,Summer,No Holiday,Yes
2018-06-08,Summer,No Holiday,Yes
2018-06-08,Summer,No Holiday,Yes
2018-06-08,Summer,No Holiday,Yes
2018-06-08,Summer,No Holiday,Yes
2018-06-08,Summer,No Holiday,Yes
2018-06-08,Summer,No Holiday,Yes
2018-06-08,Summer,No Holiday,Yes
2018-06-08,Summer,No Holiday,Yes
2018-06-08,Summer,No Holiday,Yes
2018-06-08,Summer,No Holiday,Yes
2018-06-08,Summer,No Holiday,Yes
2018-06-09,Summer,No Holiday,Yes
2018-06-09,Summer,No Holiday,Yes
2018-06-09,Summer,No Holiday,Yes
2018-06-09,Summer,No Holiday,Yes
2018-06-09,Summer,No Holiday,Yes
2018-06-09,Summer,No Holiday,Yes
2018-06-09,Summer,No Holiday,Yes
2018-06-09,Summer,No Holiday,Yes
2018-06-09,Summer,No Holiday,Yes
2018-06-09,Summer,No Holiday,Yes
2018-06-09,Summer,No Holiday,Yes
2018-06-09,Summer,No Holiday,Yes
2018-06-09,Summer,No Holiday,Yes
2018-06-09,Summer,No Holiday,Yes
2018-06-09,Summer,No Holiday,Yes
2018-06-09,Summer,No Holiday,Yes
2018-06-09,Summer,No Holiday,Yes
2018-06-09,Summer,No Holiday,Yes
2018-06-09,Summer,No Holiday,Yes
2018-06-09,Summer,No Holiday,Yes
2018-06-09,Summer,No Holiday,Yes
2018-06-09,Summer,No Holiday,Yes
2018-06-09,Summer,No Holiday,Yes
2018-06-09,Summer,No Holiday,Yes
2018-06-10,Summer,No Holiday,Yes
2018-06-10,Summer,No Holiday,Yes
2018-06-10,Summer,No Holiday,Yes
2018-06-10,Summer,No Holiday,Yes
2018-06-10,Summer,No Holiday,Yes
2018-06-10,Summer,No Holiday,Yes
2018-06-10,Summer,No Holiday,Yes
2018-06-10,Summer,No Holiday,Yes
2018-06-10,Summer,No Holiday,Yes
2018-06-10,Summer,No Holiday,Yes
2018-06-10,Summer,No Holiday,Yes
2018-06-10,Summer,No Holiday,Yes
2018-06-10,Summer,No Holiday,Yes
2018-06-10,Summer,No Holiday,Yes
2018-06-10,Summer,No Holiday,Yes
2018-06-10,Summer,No Holiday,Yes
2018-06-10,Summer,No Holiday,Yes
2018-06-10,Summer,No Holiday,Yes
2018-06-10,Summer,No Holiday,Yes
2018-06-10,Summer,No Holiday,Yes
2018-06-10,Summer,No Holiday,Yes
2018-06-10,Summer,No Holiday,Yes
2018-06-10,Summer,No Holiday,Yes
2018-06-10,Summer,No Holiday,Yes
2018-06-11,Summer,No Holiday,Yes
2018-06-11,Summer,No Holiday,Yes
2018-06-11,Summer,No Holiday,Yes
2018-06-11,Summer,No Holiday,Yes
2018-06-11,Summer,No Holiday,Yes
2018-06-11,Summer,No Holiday,Yes
2018-06-11,Summer,No Holiday,Yes
2018-06-11,Summer,No Holiday,Yes
2018-06-11,Summer,No Holiday,Yes
2018-06-11,Summer,No Holiday,Yes
2018-06-11,Summer,No Holiday,Yes
2018-06-11,Summer,No Holiday,Yes
2018-06-11,Summer,No Holiday,Yes
2018-06-11,Summer,No Holiday,Yes
2018-06-11,Summer,No Holiday,Yes
2018-06-11,Summer,No Holiday,Yes
2018-06-11,Summer,No Holiday,Yes
2018-06-11,Summer,No Holiday,Yes
2018-06-11,Summer,No Holiday,Yes
2018-06-11,Summer,No Holiday,Yes
2018-06-11,Summer,No Holiday,Yes
2018-06-11,Summer,No Holiday,Yes
2018-06-11,Summer,No Holiday,Yes
2018-06-11,Summer,No Holiday,Yes
2018-06-12,Summer,No Holiday,Yes
2018-06-12,Summer,No Holiday,Yes
2018-06-12,Summer,No Holiday,Yes
2018-06-12,Summer,No Holiday,Yes
2018-06-12,Summer,No Holiday,Yes
2018-06-12,Summer,No Holiday,Yes
2018-06-12,Summer,No Holiday,Yes
2018-06-12,Summer,No Holiday,Yes
2018-06-12,Summer,No Holiday,Yes
2018-06-12,Summer,No Holiday,Yes
2018-06-12,Summer,No Holiday,Yes
2018-06-12,Summer,No Holiday,Yes
2018-06-12,Summer,No Holiday,Yes
2018-06-12,Summer,No Holiday,Yes
2018-06-12,Summer,No Holiday,Yes
2018-06-12,Summer,No Holiday,Yes
2018-06-12,Summer,No Holiday,Yes
2018-06-12,Summer,No Holiday,Yes
2018-06-12,Summer,No Holiday,Yes
2018-06-12,Summer,No Holiday,Yes
2018-06-12,Summer,No Holiday,Yes
2018-06-12,Summer,No Holiday,Yes
2018-06-12,Summer,No Holiday,Yes
2018-06-12,Summer,No Holiday,Yes
2018-06-13,Summer,No Holiday,Yes
2018-06-13,Summer,No Holiday,Yes
2018-06-13,Summer,No Holiday,Yes
2018-06-13,Summer,No Holiday,Yes
2018-06-13,Summer,No Holiday,Yes
2018-06-13,Summer,No Holiday,Yes
2018-06-13,Summer,No Holiday,Yes
2018-06-13,Summer,No Holiday,Yes
2018-06-13,Summer,No Holiday,Yes
2018-06-13,Summer,No Holiday,Yes
2018-06-13,Summer,No Holiday,Yes
2018-06-13,Summer,No Holiday,Yes
2018-06-13,Summer,No Holiday,Yes
2018-06-13,Summer,No Holiday,Yes
2018-06-13,Summer,No Holiday,Yes
2018-06-13,Summer,No Holiday,Yes
2018-06-13,Summer,No Holiday,Yes
2018-06-13,Summer,No Holiday,Yes
2018-06-13,Summer,No Holiday,Yes
2018-06-13,Summer,No Holiday,Yes
2018-06-13,Summer,No Holiday,Yes
2018-06-13,Summer,No Holiday,Yes
2018-06-13,Summer,No Holiday,Yes
2018-06-13,Summer,No Holiday,Yes
2018-06-14,Summer,No Holiday,Yes
2018-06-14,Summer,No Holiday,Yes
2018-06-14,Summer,No Holiday,Yes
2018-06-14,Summer,No Holiday,Yes
2018-06-14,Summer,No Holiday,Yes
2018-06-14,Summer,No Holiday,Yes
2018-06-14,Summer,No Holiday,Yes
2018-06-14,Summer,No Holiday,Yes
2018-06-14,Summer,No Holiday,Yes
2018-06-14,Summer,No Holiday,Yes
2018-06-14,Summer,No Holiday,Yes
2018-06-14,Summer,No Holiday,Yes
2018-06-14,Summer,No Holiday,Yes
2018-06-14,Summer,No Holiday,Yes
2018-06-14,Summer,No Holiday,Yes
2018-06-14,Summer,No Holiday,Yes
2018-06-14,Summer,No Holiday,Yes
2018-06-14,Summer,No Holiday,Yes
2018-06-14,Summer,No Holiday,Yes
2018-06-14,Summer,No Holiday,Yes
2018-06-14,Summer,No Holiday,Yes
2018-06-14,Summer,No Holiday,Yes
2018-06-14,Summer,No Holiday,Yes
2018-06-14,Summer,No Holiday,Yes
2018-06-15,Summer,No Holiday,Yes
2018-06-15,Summer,No Holiday,Yes
2018-06-15,Summer,No Holiday,Yes
2018-06-15,Summer,No Holiday,Yes
2018-06-15,Summer,No Holiday,Yes
2018-06-15,Summer,No Holiday,Yes
2018-06-15,Summer,No Holiday,Yes
2018-06-15,Summer,No Holiday,Yes
2018-06-15,Summer,No Holiday,Yes
2018-06-15,Summer,No Holiday,Yes
2018-06-15,Summer,No Holiday,Yes
2018-06-15,Summer,No Holiday,Yes
2018-06-15,Summer,No Holiday,Yes
2018-06-15,Summer,No Holiday,Yes
2018-06-15,Summer,No Holiday,Yes
2018-06-15,Summer,No Holiday,Yes
2018-06-15,Summer,No Holiday,Yes
2018-06-15,Summer,No Holiday,Yes
2018-06-15,Summer,No Holiday,Yes
2018-06-15,Summer,No Holiday,Yes
2018-06-15,Summer,No Holiday,Yes
2018-06-15,Summer,No Holiday,Yes
2018-06-15,Summer,No Holiday,Yes
2018-06-15,Summer,No Holiday,Yes
2018-06-16,Summer,No Holiday,Yes
2018-06-16,Summer,No Holiday,Yes
2018-06-16,Summer,No Holiday,Yes
2018-06-16,Summer,No Holiday,Yes
2018-06-16,Summer,No Holiday,Yes
2018-06-16,Summer,No Holiday,Yes
2018-06-16,Summer,No Holiday,Yes
2018-06-16,Summer,No Holiday,Yes
2018-06-16,Summer,No Holiday,Yes
2018-06-16,Summer,No Holiday,Yes
2018-06-16,Summer,No Holiday,Yes
2018-06-16,Summer,No Holiday,Yes
2018-06-16,Summer,No Holiday,Yes
2018-06-16,Summer,No Holiday,Yes
2018-06-16,Summer,No Holiday,Yes
2018-06-16,Summer,No Holiday,Yes
2018-06-16,Summer,No Holiday,Yes
2018-06-16,Summer,No Holiday,Yes
2018-06-16,Summer,No Holiday,Yes
2018-06-16,Summer,No Holiday,Yes
2018-06-16,Summer,No Holiday,Yes
2018-06-16,Summer,No Holiday,Yes
2018-06-16,Summer,No Holiday,Yes
2018-06-16,Summer,No Holiday,Yes
2018-06-17,Summer,No Holiday,Yes
2018-06-17,Summer,No Holiday,Yes
2018-06-17,Summer,No Holiday,Yes
2018-06-17,Summer,No Holiday,Yes
2018-06-17,Summer,No Holiday,Yes
2018-06-17,Summer,No Holiday,Yes
2018-06-17,Summer,No Holiday,Yes
2018-06-17,Summer,No Holiday,Yes
2018-06-17,Summer,No Holiday,Yes
2018-06-17,Summer,No Holiday,Yes
2018-06-17,Summer,No Holiday,Yes
2018-06-17,Summer,No Holiday,Yes
2018-06-17,Summer,No Holiday,Yes
2018-06-17,Summer,No Holiday,Yes
2018-06-17,Summer,No Holiday,Yes
2018-06-17,Summer,No Holiday,Yes
2018-06-17,Summer,No Holiday,Yes
2018-06-17,Summer,No Holiday,Yes
2018-06-17,Summer,No Holiday,Yes
2018-06-17,Summer,No Holiday,Yes
2018-06-17,Summer,No Holiday,Yes
2018-06-17,Summer,No Holiday,Yes
2018-06-17,Summer,No Holiday,Yes
2018-06-17,Summer,No Holiday,Yes
2018-06-18,Summer,No Holiday,Yes
2018-06-18,Summer,No Holiday,Yes
2018-06-18,Summer,No Holiday,Yes
2018-06-18,Summer,No Holiday,Yes
2018-06-18,Summer,No Holiday,Yes
2018-06-18,Summer,No Holiday,Yes
2018-06-18,Summer,No Holiday,Yes
2018-06-18,Summer,No Holiday,Yes
2018-06-18,Summer,No Holiday,Yes
2018-06-18,Summer,No Holiday,Yes
2018-06-18,Summer,No Holiday,Yes
2018-06-18,Summer,No Holiday,Yes
2018-06-18,Summer,No Holiday,Yes
2018-06-18,Summer,No Holiday,Yes
2018-06-18,Summer,No Holiday,Yes
2018-06-18,Summer,No Holiday,Yes
2018-06-18,Summer,No Holiday,Yes
2018-06-18,Summer,No Holiday,Yes
2018-06-18,Summer,No Holiday,Yes
2018-06-18,Summer,No Holiday,Yes
2018-06-18,Summer,No Holiday,Yes
2018-06-18,Summer,No Holiday,Yes
2018-06-18,Summer,No Holiday,Yes
2018-06-18,Summer,No Holiday,Yes
2018-06-19,Summer,No Holiday,Yes
2018-06-19,Summer,No Holiday,Yes
2018-06-19,Summer,No Holiday,Yes
2018-06-19,Summer,No Holiday,Yes
2018-06-19,Summer,No Holiday,Yes
2018-06-19,Summer,No Holiday,Yes
2018-06-19,Summer,No Holiday,Yes
2018-06-19,Summer,No Holiday,Yes
2018-06-19,Summer,No Holiday,Yes
2018-06-19,Summer,No Holiday,Yes
2018-06-19,Summer,No Holiday,Yes
2018-06-19,Summer,No Holiday,Yes
2018-06-19,Summer,No Holiday,Yes
2018-06-19,Summer,No Holiday,Yes
2018-06-19,Summer,No Holiday,Yes
2018-06-19,Summer,No Holiday,Yes
2018-06-19,Summer,No Holiday,Yes
2018-06-19,Summer,No Holiday,Yes
2018-06-19,Summer,No Holiday,Yes
2018-06-19,Summer,No Holiday,Yes
2018-06-19,Summer,No Holiday,Yes
2018-06-19,Summer,No Holiday,Yes
2018-06-19,Summer,No Holiday,Yes
2018-06-19,Summer,No Holiday,Yes
2018-06-20,Summer,No Holiday,Yes
2018-06-20,Summer,No Holiday,Yes
2018-06-20,Summer,No Holiday,Yes
2018-06-20,Summer,No Holiday,Yes
2018-06-20,Summer,No Holiday,Yes
2018-06-20,Summer,No Holiday,Yes
2018-06-20,Summer,No Holiday,Yes
2018-06-20,Summer,No Holiday,Yes
2018-06-20,Summer,No Holiday,Yes
2018-06-20,Summer,No Holiday,Yes
2018-06-20,Summer,No Holiday,Yes
2018-06-20,Summer,No Holiday,Yes
2018-06-20,Summer,No Holiday,Yes
2018-06-20,Summer,No Holiday,Yes
2018-06-20,Summer,No Holiday,Yes
2018-06-20,Summer,No Holiday,Yes
2018-06-20,Summer,No Holiday,Yes
2018-06-20,Summer,No Holiday,Yes
2018-06-20,Summer,No Holiday,Yes
2018-06-20,Summer,No Holiday,Yes
2018-06-20,Summer,No Holiday,Yes
2018-06-20,Summer,No Holiday,Yes
2018-06-20,Summer,No Holiday,Yes
2018-06-20,Summer,No Holiday,Yes
2018-06-21,Summer,No Holiday,Yes
2018-06-21,Summer,No Holiday,Yes
2018-06-21,Summer,No Holiday,Yes
2018-06-21,Summer,No Holiday,Yes
2018-06-21,Summer,No Holiday,Yes
2018-06-21,Summer,No Holiday,Yes
2018-06-21,Summer,No Holiday,Yes
2018-06-21,Summer,No Holiday,Yes
2018-06-21,Summer,No Holiday,Yes
2018-06-21,Summer,No Holiday,Yes
2018-06-21,Summer,No Holiday,Yes
2018-06-21,Summer,No Holiday,Yes
2018-06-21,Summer,No Holiday,Yes
2018-06-21,Summer,No Holiday,Yes
2018-06-21,Summer,No Holiday,Yes
2018-06-21,Summer,No Holiday,Yes
2018-06-21,Summer,No Holiday,Yes
2018-06-21,Summer,No Holiday,Yes
2018-06-21,Summer,No Holiday,Yes
2018-06-21,Summer,No Holiday,Yes
2018-06-21,Summer,No Holiday,Yes
2018-06-21,Summer,No Holiday,Yes
2018-06-21,Summer,No Holiday,Yes
2018-06-21,Summer,No Holiday,Yes
2018-06-22,Summer,No Holiday,Yes
2018-06-22,Summer,No Holiday,Yes
2018-06-22,Summer,No Holiday,Yes
2018-06-22,Summer,No Holiday,Yes
2018-06-22,Summer,No Holiday,Yes
2018-06-22,Summer,No Holiday,Yes
2018-06-22,Summer,No Holiday,Yes
2018-06-22,Summer,No Holiday,Yes
2018-06-22,Summer,No Holiday,Yes
2018-06-22,Summer,No Holiday,Yes
2018-06-22,Summer,No Holiday,Yes
2018-06-22,Summer,No Holiday,Yes
2018-06-22,Summer,No Holiday,Yes
2018-06-22,Summer,No Holiday,Yes
2018-06-22,Summer,No Holiday,Yes
2018-06-22,Summer,No Holiday,Yes
2018-06-22,Summer,No Holiday,Yes
2018-06-22,Summer,No Holiday,Yes
2018-06-22,Summer,No Holiday,Yes
2018-06-22,Summer,No Holiday,Yes
2018-06-22,Summer,No Holiday,Yes
2018-06-22,Summer,No Holiday,Yes
2018-06-22,Summer,No Holiday,Yes
2018-06-22,Summer,No Holiday,Yes
2018-06-23,Summer,No Holiday,Yes
2018-06-23,Summer,No Holiday,Yes
2018-06-23,Summer,No Holiday,Yes
2018-06-23,Summer,No Holiday,Yes
2018-06-23,Summer,No Holiday,Yes
2018-06-23,Summer,No Holiday,Yes
2018-06-23,Summer,No Holiday,Yes
2018-06-23,Summer,No Holiday,Yes
2018-06-23,Summer,No Holiday,Yes
2018-06-23,Summer,No Holiday,Yes
2018-06-23,Summer,No Holiday,Yes
2018-06-23,Summer,No Holiday,Yes
2018-06-23,Summer,No Holiday,Yes
2018-06-23,Summer,No Holiday,Yes
2018-06-23,Summer,No Holiday,Yes
2018-06-23,Summer,No Holiday,Yes
2018-06-23,Summer,No Holiday,Yes
2018-06-23,Summer,No Holiday,Yes
2018-06-23,Summer,No Holiday,Yes
2018-06-23,Summer,No Holiday,Yes
2018-06-23,Summer,No Holiday,Yes
2018-06-23,Summer,No Holiday,Yes
2018-06-23,Summer,No Holiday,Yes
2018-06-23,Summer,No Holiday,Yes
2018-06-24,Summer,No Holiday,Yes
2018-06-24,Summer,No Holiday,Yes
2018-06-24,Summer,No Holiday,Yes
2018-06-24,Summer,No Holiday,Yes
2018-06-24,Summer,No Holiday,Yes
2018-06-24,Summer,No Holiday,Yes
2018-06-24,Summer,No Holiday,Yes
2018-06-24,Summer,No Holiday,Yes
2018-06-24,Summer,No Holiday,Yes
2018-06-24,Summer,No Holiday,Yes
2018-06-24,Summer,No Holiday,Yes
2018-06-24,Summer,No Holiday,Yes
2018-06-24,Summer,No Holiday,Yes
2018-06-24,Summer,No Holiday,Yes
2018-06-24,Summer,No Holiday,Yes
2018-06-24,Summer,No Holiday,Yes
2018-06-24,Summer,No Holiday,Yes
2018-06-24,Summer,No Holiday,Yes
2018-06-24,Summer,No Holiday,Yes
2018-06-24,Summer,No Holiday,Yes
2018-06-24,Summer,No Holiday,Yes
2018-06-24,Summer,No Holiday,Yes
2018-06-24,Summer,No Holiday,Yes
2018-06-24,Summer,No Holiday,Yes
2018-06-25,Summer,No Holiday,Yes
2018-06-25,Summer,No Holiday,Yes
2018-06-25,Summer,No Holiday,Yes
2018-06-25,Summer,No Holiday,Yes
2018-06-25,Summer,No Holiday,Yes
2018-06-25,Summer,No Holiday,Yes
2018-06-25,Summer,No Holiday,Yes
2018-06-25,Summer,No Holiday,Yes
2018-06-25,Summer,No Holiday,Yes
2018-06-25,Summer,No Holiday,Yes
2018-06-25,Summer,No Holiday,Yes
2018-06-25,Summer,No Holiday,Yes
2018-06-25,Summer,No Holiday,Yes
2018-06-25,Summer,No Holiday,Yes
2018-06-25,Summer,No Holiday,Yes
2018-06-25,Summer,No Holiday,Yes
2018-06-25,Summer,No Holiday,Yes
2018-06-25,Summer,No Holiday,Yes
2018-06-25,Summer,No Holiday,Yes
2018-06-25,Summer,No Holiday,Yes
2018-06-25,Summer,No Holiday,Yes
2018-06-25,Summer,No Holiday,Yes
2018-06-25,Summer,No Holiday,Yes
2018-06-25,Summer,No Holiday,Yes
2018-06-26,Summer,No Holiday,Yes
2018-06-26,Summer,No Holiday,Yes
2018-06-26,Summer,No Holiday,Yes
2018-06-26,Summer,No Holiday,Yes
2018-06-26,Summer,No Holiday,Yes
2018-06-26,Summer,No Holiday,Yes
2018-06-26,Summer,No Holiday,Yes
2018-06-26,Summer,No Holiday,Yes
2018-06-26,Summer,No Holiday,Yes
2018-06-26,Summer,No Holiday,Yes
2018-06-26,Summer,No Holiday,Yes
2018-06-26,Summer,No Holiday,Yes
2018-06-26,Summer,No Holiday,Yes
2018-06-26,Summer,No Holiday,Yes
2018-06-26,Summer,No Holiday,Yes
2018-06-26,Summer,No Holiday,Yes
2018-06-26,Summer,No Holiday,Yes
2018-06-26,Summer,No Holiday,Yes
2018-06-26,Summer,No Holiday,Yes
2018-06-26,Summer,No Holiday,Yes
2018-06-26,Summer,No Holiday,Yes
2018-06-26,Summer,No Holiday,Yes
2018-06-26,Summer,No Holiday,Yes
2018-06-26,Summer,No Holiday,Yes
2018-06-27,Summer,No Holiday,Yes
2018-06-27,Summer,No Holiday,Yes
2018-06-27,Summer,No Holiday,Yes
2018-06-27,Summer,No Holiday,Yes
2018-06-27,Summer,No Holiday,Yes
2018-06-27,Summer,No Holiday,Yes
2018-06-27,Summer,No Holiday,Yes
2018-06-27,Summer,No Holiday,Yes
2018-06-27,Summer,No Holiday,Yes
2018-06-27,Summer,No Holiday,Yes
2018-06-27,Summer,No Holiday,Yes
